x_m,y_m,z_m,T_ice,T_ftst_interp,abs_err,pct_err
0.0011,0.006,0.005001,27.0409,27.0408,9.999999999976694e-05,0.00036981017643555967
0.0011,0.0061,0.005001,27.0226,27.0225,9.999999999976694e-05,0.000370060615928013
0.0011,0.0062,0.005001,27.0025,27.0024,9.999999999976694e-05,0.0003703360799917165
0.0011,0.0063,0.005001,26.9806,26.9805,9.999999999976694e-05,0.00037063667968749117
0.0011,0.0064,0.005001,26.957,26.9568,0.00019999999999953388,0.0007419223207312626
0.0011,0.0065,0.005001,26.9315,26.9313,0.00019999999999953388,0.0007426248073799323
0.0011,0.0066,0.005001,26.9042,26.904,0.00019999999999953388,0.0007433783572807461
0.0011,0.0067,0.005001,26.8751,26.8748,0.0002999999999993008,0.0011162749161837155
0.0011,0.0068,0.005001,26.8441,26.8439,0.00019999999999953388,0.000745042672317293
0.0011,0.0069,0.005001,26.8113,26.8111,0.00019999999999953388,0.0007459541312787013
0.0011,0.007,0.005001,26.7767,26.7764,0.00030000000000285354,0.0011203770442318969
0.0011,0.0071,0.005001,26.7402,26.74,0.0002000000000030866,0.0007479375621838248
0.0011,0.0072,0.005001,26.7019,26.7016,0.0002999999999993008,0.0011235155550701997
0.0011,0.0073,0.005001,26.6618,26.6615,0.0002999999999993008,0.0011252053499737063
0.0011,0.0074,0.005001,26.6198,26.6195,0.00030000000000285354,0.00112698066853561
0.0011,0.0075,0.005001,26.5759,26.5757,0.00019999999999953388,0.0007525615313104217
0.0011,0.0076,0.005001,26.5303,26.53,0.0002999999999993008,0.0011307825392072068
0.0011,0.0077,0.005001,26.4829,26.4826,0.0002999999999993008,0.0011328064524628704
0.0011,0.0078,0.005001,26.4337,26.4334,0.00030000000000285354,0.0011349149003084783
0.0011,0.0079,0.005001,26.3827,26.3824,0.0002999999999993008,0.001137108787194978
0.0011,0.008,0.005001,26.33,26.3297,0.0002999999999993008,0.0011393847322418893
0.0011,0.0081,0.005001,26.2756,26.2753,0.0002999999999993008,0.0011417436709315464
0.0011,0.0082,0.005001,26.2195,26.2192,0.0002999999999993008,0.0011441865786887217
0.0011,0.0083,0.005001,26.1618,26.1615,0.0002999999999993008,0.0011467100887526446
0.0011,0.0084,0.005001,26.1025,26.1022,0.0002999999999993008,0.0011493151996907933
0.0011,0.0085,0.005001,26.0417,26.0414,0.0002999999999993008,0.0011519985254391585
0.0011,0.0086,0.005001,25.9794,25.9792,0.00019999999999953388,0.0007698407199532176
0.0011,0.0087,0.005001,25.9158,25.9155,0.0002999999999993008,0.0011575949806654213
0.0011,0.0088,0.005001,25.8508,25.8505,0.0002999999999993008,0.0011605056710016295
0.0011,0.0089,0.005001,25.7845,25.7843,0.00019999999999953388,0.000775659795611806
0.0011,0.009,0.005001,25.7171,25.7169,0.00019999999999953388,0.000777692663634415
0.0011,0.0091,0.005001,25.6486,25.6484,0.00019999999999953388,0.0007797696560417571
0.0011,0.0092,0.005001,25.5791,25.579,9.999999999976694e-05,0.0003909441692622611
0.0011,0.0093,0.005001,25.5088,25.5086,0.00019999999999953388,0.0007840431537333236
0.0011,0.0094,0.005001,25.4376,25.4374,0.00019999999999953388,0.000786237695378204
0.0011,0.0095,0.005001,25.3657,25.3656,9.999999999976694e-05,0.0003942331573729998
0.0011,0.0096,0.005001,25.2933,25.2932,9.999999999976694e-05,0.0003953616175025125
0.0011,0.0097,0.005001,25.2204,25.2203,9.999999999976694e-05,0.00039650441705826623
0.0011,0.0098,0.005001,25.1471,25.1471,0.0,0.0
0.0011,0.0099,0.005001,25.0736,25.0736,0.0,0.0
0.0011,0.01,0.005001,25.0,25.0,0.0,0.0
0.0012,0.0,0.005001,25.0,25.0,0.0,0.0
0.0012,0.0001,0.005001,25.0798,25.0798,0.0,0.0
0.0012,0.0002,0.005001,25.1595,25.1595,0.0,0.0
0.0012,0.0003,0.005001,25.2389,25.2389,0.0,0.0
0.0012,0.0004,0.005001,25.3179,25.3179,0.0,0.0
0.0012,0.0005,0.005001,25.3965,25.3965,0.0,0.0
0.0012,0.0006,0.005001,25.4744,25.4744,0.0,0.0
0.0012,0.0007,0.005001,25.5515,25.5515,0.0,0.0
0.0012,0.0008,0.005001,25.6278,25.6278,0.0,0.0
0.0012,0.0009,0.005001,25.7032,25.7032,0.0,0.0
0.0012,0.001,0.005001,25.7774,25.7774,0.0,0.0
0.0012,0.0011,0.005001,25.8505,25.8505,0.0,0.0
0.0012,0.0012,0.005001,25.9223,25.9224,9.999999999976694e-05,0.0003857682381569656
0.0012,0.0013,0.005001,25.9928,25.9928,0.0,0.0
0.0012,0.0014,0.005001,26.0618,26.0619,9.999999999976694e-05,0.000383703351264161
0.0012,0.0015,0.005001,26.1293,26.1294,9.999999999976694e-05,0.0003827121277637102
0.0012,0.0016,0.005001,26.1953,26.1953,0.0,0.0
0.0012,0.0017,0.005001,26.2595,26.2596,9.999999999976694e-05,0.00038081456234796224
0.0012,0.0018,0.005001,26.3221,26.3222,9.999999999976694e-05,0.00037990889784539664
0.0012,0.0019,0.005001,26.3829,26.383,9.999999999976694e-05,0.00037903338905034384
0.0012,0.002,0.005001,26.4419,26.4421,0.00019999999999953388,0.000756375298293717
0.0012,0.0021,0.005001,26.4991,26.4993,0.0002000000000030866,0.0007547426139117143
0.0012,0.0022,0.005001,26.5544,26.5546,0.00019999999999953388,0.000753170849273666
0.0012,0.0023,0.005001,26.6078,26.608,0.00019999999999953388,0.0007516592878762106
0.0012,0.0024,0.005001,26.6593,26.6594,9.999999999976694e-05,0.000375103622374793
0.0012,0.0025,0.005001,26.7087,26.7089,0.00019999999999953388,0.0007488196729886756
0.0012,0.0026,0.005001,26.7563,26.7565,0.00019999999999953388,0.0007474875076132591
0.0012,0.0027,0.005001,26.8018,26.8021,0.0002999999999993008,0.0011193278063387148
0.0012,0.0028,0.005001,26.8454,26.8456,0.00019999999999953388,0.0007450065933065867
0.0012,0.0029,0.005001,26.887,26.8872,0.00019999999999953388,0.0007438539070908857
0.0012,0.003,0.005001,26.9266,26.9268,0.00019999999999953388,0.0007427599474108371
0.0012,0.0031,0.005001,26.9641,26.9644,0.00030000000000285354,0.0011125904443420789
0.0012,0.0032,0.005001,26.9997,27.0,0.0002999999999993008,0.0011111234569246686
0.0012,0.0033,0.005001,27.0333,27.0336,0.0002999999999993008,0.0011097424287796521
0.0012,0.0034,0.005001,27.0649,27.0652,0.0002999999999993008,0.001108446733589593
0.0012,0.0035,0.005001,27.0946,27.0949,0.0002999999999993008,0.0011072316993027754
0.0012,0.0036,0.005001,27.1223,27.1225,0.00019999999999953388,0.0007374005891813251
0.0012,0.0037,0.005001,27.148,27.1482,0.00019999999999953388,0.0007367025195208727
0.0012,0.0038,0.005001,27.1717,27.172,0.0002999999999993008,0.0011040899170802333
0.0012,0.0039,0.005001,27.1935,27.1938,0.0002999999999993008,0.0011032048099703599
0.0012,0.004,0.005001,27.2134,27.2137,0.0002999999999993008,0.0011023980832945894
0.0012,0.0041,0.005001,27.2314,27.2316,0.00019999999999953388,0.0007344462642373383
0.0012,0.0042,0.005001,27.2474,27.2477,0.0002999999999993008,0.0011010224828764941
0.0012,0.0043,0.005001,27.2616,27.2618,0.00019999999999953388,0.000733632655455023
0.0012,0.0044,0.005001,27.2738,27.274,0.00019999999999953388,0.0007333044900216564
0.0012,0.0045,0.005001,27.2841,27.2843,0.0002000000000030866,0.0007330276608100663
0.0012,0.0046,0.005001,27.2926,27.2928,0.00019999999999953388,0.0007327993668596124
0.0012,0.0047,0.005001,27.2992,27.2994,0.00019999999999953388,0.0007326222013814565
0.0012,0.0048,0.005001,27.3039,27.304,9.999999999976694e-05,0.0003662480451501921
0.0012,0.0049,0.005001,27.3067,27.3068,9.999999999976694e-05,0.000366210490464843
0.0012,0.005,0.005001,27.3077,27.3078,9.999999999976694e-05,0.0003661970799436177
0.0012,0.0051,0.005001,27.3068,27.3068,0.0,0.0
0.0012,0.0052,0.005001,27.304,27.304,0.0,0.0
0.0012,0.0053,0.005001,27.2993,27.2994,9.999999999976694e-05,0.00036630975885741863
0.0012,0.0054,0.005001,27.2928,27.2928,0.0,0.0
0.0012,0.0055,0.005001,27.2843,27.2843,0.0,0.0
0.0012,0.0056,0.005001,27.274,27.274,0.0,0.0
0.0012,0.0057,0.005001,27.2618,27.2618,0.0,0.0
0.0012,0.0058,0.005001,27.2477,27.2477,0.0,0.0
0.0012,0.0059,0.005001,27.2317,27.2316,9.999999999976694e-05,0.00036721908657837474
0.0012,0.006,0.005001,27.2138,27.2137,9.999999999976694e-05,0.0003674606265929906
0.0012,0.0061,0.005001,27.1939,27.1938,9.999999999976694e-05,0.00036772952757700543
0.0012,0.0062,0.005001,27.1721,27.172,9.999999999976694e-05,0.00036802455459741156
0.0012,0.0063,0.005001,27.1484,27.1482,0.00019999999999953388,0.0007366916650687575
0.0012,0.0064,0.005001,27.1227,27.1225,0.00019999999999953388,0.0007373897141491317
0.0012,0.0065,0.005001,27.0951,27.0949,0.00019999999999953388,0.0007381408446528211
0.0012,0.0066,0.005001,27.0654,27.0652,0.00019999999999953388,0.000738950837599025
0.0012,0.0067,0.005001,27.0338,27.0336,0.00019999999999953388,0.0007398146024588718
0.0012,0.0068,0.005001,27.0002,27.0,0.00019999999999953388,0.000740735253811181
0.0012,0.0069,0.005001,26.9647,26.9644,0.0002999999999993008,0.0011125656877298455
0.0012,0.007,0.005001,26.9271,26.9268,0.0002999999999993008,0.001114119233037682
0.0012,0.0071,0.005001,26.8875,26.8872,0.0002999999999993008,0.0011157601115733694
0.0012,0.0072,0.005001,26.8459,26.8456,0.0002999999999993008,0.0011174890765416308
0.0012,0.0073,0.005001,26.8024,26.8021,0.0002999999999993008,0.0011193027490049013
0.0012,0.0074,0.005001,26.7568,26.7565,0.0002999999999993008,0.001121210309152401
0.0012,0.0075,0.005001,26.7092,26.7089,0.0002999999999993008,0.0011232084824678
0.0012,0.0076,0.005001,26.6597,26.6594,0.0002999999999993008,0.0011252939830504079
0.0012,0.0077,0.005001,26.6083,26.608,0.0002999999999993008,0.0011274677450242576
0.0012,0.0078,0.005001,26.5549,26.5546,0.0002999999999993008,0.0011297350018237295
0.0012,0.0079,0.005001,26.4996,26.4993,0.0002999999999993008,0.0011320925598850152
0.0012,0.008,0.005001,26.4424,26.4421,0.0002999999999993008,0.0011345414939615524
0.0012,0.0081,0.005001,26.3833,26.383,0.0002999999999993008,0.0011370829274552064
0.0012,0.0082,0.005001,26.3225,26.3222,0.00030000000000285354,0.0011397093741203994
0.0012,0.0083,0.005001,26.2599,26.2596,0.0002999999999993008,0.001142426284941258
0.0012,0.0084,0.005001,26.1956,26.1953,0.0002999999999993008,0.0011452304967219282
0.0012,0.0085,0.005001,26.1297,26.1294,0.0002999999999993008,0.0011481188073314635
0.0012,0.0086,0.005001,26.0621,26.0619,0.00019999999999953388,0.0007673978689343
0.0012,0.0087,0.005001,25.9931,25.9928,0.0002999999999993008,0.001154152448146967
0.0012,0.0088,0.005001,25.9226,25.9224,0.00019999999999953388,0.0007715275473892518
0.0012,0.0089,0.005001,25.8508,25.8505,0.0002999999999993008,0.0011605056710016295
0.0012,0.009,0.005001,25.7777,25.7774,0.0002999999999993008,0.0011637966149008222
0.0012,0.0091,0.005001,25.7034,25.7032,0.00019999999999953388,0.0007781071764806451
0.0012,0.0092,0.005001,25.628,25.6278,0.00019999999999953388,0.0007803964413903782
0.0012,0.0093,0.005001,25.5517,25.5515,0.00019999999999953388,0.0007827267853001016
0.0012,0.0094,0.005001,25.4745,25.4744,9.999999999976694e-05,0.0003925494121563251
0.0012,0.0095,0.005001,25.3966,25.3965,9.999999999976694e-05,0.0003937534945613311
0.0012,0.0096,0.005001,25.318,25.3179,9.999999999976694e-05,0.00039497590646876923
0.0012,0.0097,0.005001,25.239,25.2389,9.999999999976694e-05,0.00039621221125941194
0.0012,0.0098,0.005001,25.1595,25.1595,0.0,0.0
0.0012,0.0099,0.005001,25.0798,25.0798,0.0,0.0
0.0012,0.01,0.005001,25.0,25.0,0.0,0.0
0.0013,0.0,0.005001,25.0,25.0,0.0,0.0
0.0013,0.0001,0.005001,25.0859,25.0859,0.0,0.0
0.0013,0.0002,0.005001,25.1717,25.1717,0.0,0.0
0.0013,0.0003,0.005001,25.2572,25.2571,9.999999999976694e-05,0.000395926706047238
0.0013,0.0004,0.005001,25.3422,25.3422,0.0,0.0
0.0013,0.0005,0.005001,25.4267,25.4267,0.0,0.0
0.0013,0.0006,0.005001,25.5106,25.5106,0.0,0.0
0.0013,0.0007,0.005001,25.5936,25.5937,9.999999999976694e-05,0.0003907226806692417
0.0013,0.0008,0.005001,25.6758,25.6758,0.0,0.0
0.0013,0.0009,0.005001,25.7569,25.7569,0.0,0.0
0.0013,0.001,0.005001,25.8368,25.8368,0.0,0.0
0.0013,0.0011,0.005001,25.9155,25.9155,0.0,0.0
0.0013,0.0012,0.005001,25.9928,25.9928,0.0,0.0
0.0013,0.0013,0.005001,26.0686,26.0687,9.999999999976694e-05,0.00038360326216123277
0.0013,0.0014,0.005001,26.1429,26.143,9.999999999976694e-05,0.00038251303413073195
0.0013,0.0015,0.005001,26.2156,26.2157,9.999999999976694e-05,0.0003814522650626465
0.0013,0.0016,0.005001,26.2866,26.2867,9.999999999976694e-05,0.0003804219640416149
0.0013,0.0017,0.005001,26.3558,26.3559,9.999999999976694e-05,0.0003794231250797288
0.0013,0.0018,0.005001,26.4232,26.4233,9.999999999976694e-05,0.00037845529685943854
0.0013,0.0019,0.005001,26.4887,26.4888,9.999999999976694e-05,0.0003775194705658004
0.0013,0.002,0.005001,26.5522,26.5524,0.00019999999999953388,0.0007532332537399024
0.0013,0.0021,0.005001,26.6138,26.6139,9.999999999976694e-05,0.00037574491429169526
0.0013,0.0022,0.005001,26.6733,26.6735,0.00019999999999953388,0.0007498134838941053
0.0013,0.0023,0.005001,26.7308,26.731,0.0002000000000030866,0.000748200577622365
0.0013,0.0024,0.005001,26.7862,26.7864,0.00019999999999953388,0.0007466531273548559
0.0013,0.0025,0.005001,26.8396,26.8398,0.00019999999999953388,0.0007451675881888196
0.0013,0.0026,0.005001,26.8908,26.891,0.00019999999999953388,0.000743748791406453
0.0013,0.0027,0.005001,26.9398,26.9401,0.0002999999999993008,0.0011135940133159476
0.0013,0.0028,0.005001,26.9867,26.987,0.0002999999999993008,0.0011116587059525238
0.0013,0.0029,0.005001,27.0315,27.0318,0.0002999999999993008,0.0011098163253955191
0.0013,0.003,0.005001,27.0741,27.0744,0.0002999999999993008,0.0011080700743488787
0.0013,0.0031,0.005001,27.1146,27.1149,0.0002999999999993008,0.001106414994133381
0.0013,0.0032,0.005001,27.1529,27.1533,0.0004000000000026205,0.0014731391490507672
0.0013,0.0033,0.005001,27.1892,27.1895,0.0002999999999993008,0.0011033792829479713
0.0013,0.0034,0.005001,27.2232,27.2235,0.00030000000000285354,0.0011020012342518241
0.0013,0.0035,0.005001,27.2551,27.2554,0.00030000000000285354,0.0011007114264957477
0.0013,0.0036,0.005001,27.2849,27.2852,0.0002999999999993008,0.0010995092523677558
0.0013,0.0037,0.005001,27.3126,27.3129,0.0002999999999993008,0.0010983941477533806
0.0013,0.0038,0.005001,27.3382,27.3385,0.0002999999999993008,0.0010973655910019309
0.0013,0.0039,0.005001,27.3617,27.362,0.0002999999999993008,0.0010964231023631204
0.0013,0.004,0.005001,27.3831,27.3834,0.00030000000000285354,0.001095566243423289
0.0013,0.0041,0.005001,27.4025,27.4028,0.0002999999999993008,0.0010947906212910863
0.0013,0.0042,0.005001,27.4198,27.4201,0.00030000000000285354,0.0010940998840357793
0.0013,0.0043,0.005001,27.435,27.4353,0.00030000000000285354,0.0010934937124215149
0.0013,0.0044,0.005001,27.4482,27.4485,0.0002999999999993008,0.0010929678448834165
0.0013,0.0045,0.005001,27.4594,27.4596,0.00019999999999953388,0.0007283480338227588
0.0013,0.0046,0.005001,27.4685,27.4687,0.00019999999999953388,0.0007281067404464264
0.0013,0.0047,0.005001,27.4756,27.4758,0.00019999999999953388,0.0007279185895832179
0.0013,0.0048,0.005001,27.4806,27.4808,0.00019999999999953388,0.0007277861473167494
0.0013,0.0049,0.005001,27.4837,27.4838,9.999999999976694e-05,0.0003638520286561246
0.0013,0.005,0.005001,27.4847,27.4849,0.00019999999999953388,0.0007276775806158576
0.0013,0.0051,0.005001,27.4837,27.4838,9.999999999976694e-05,0.0003638520286561246
0.0013,0.0052,0.005001,27.4807,27.4808,9.999999999976694e-05,0.0003638917494815027
0.0013,0.0053,0.005001,27.4757,27.4758,9.999999999976694e-05,0.0003639579701327475
0.0013,0.0054,0.005001,27.4687,27.4687,0.0,0.0
0.0013,0.0055,0.005001,27.4596,27.4596,0.0,0.0
0.0013,0.0056,0.005001,27.4485,27.4485,0.0,0.0
0.0013,0.0057,0.005001,27.4353,27.4353,0.0,0.0
0.0013,0.0058,0.005001,27.4201,27.4201,0.0,0.0
0.0013,0.0059,0.005001,27.4029,27.4028,9.999999999976694e-05,0.0003649248802125443
0.0013,0.006,0.005001,27.3835,27.3834,9.999999999976694e-05,0.00036518341336850033
0.0013,0.0061,0.005001,27.3621,27.362,0.00010000000000331966,0.00036546902468493286
0.0013,0.0062,0.005001,27.3387,27.3385,0.00019999999999953388,0.0007315636807877718
0.0013,0.0063,0.005001,27.3131,27.3129,0.00019999999999953388,0.0007322493601953883
0.0013,0.0064,0.005001,27.2854,27.2852,0.00019999999999953388,0.0007329927360402508
0.0013,0.0065,0.005001,27.2556,27.2554,0.00019999999999953388,0.000733794156061604
0.0013,0.0066,0.005001,27.2237,27.2235,0.00019999999999953388,0.0007346539963323374
0.0013,0.0067,0.005001,27.1897,27.1895,0.00019999999999953388,0.0007355726617047138
0.0013,0.0068,0.005001,27.1535,27.1533,0.00019999999999953388,0.0007365532988363435
0.0013,0.0069,0.005001,27.1152,27.1149,0.00030000000000285354,0.0011063905116054555
0.0013,0.007,0.005001,27.0747,27.0744,0.0002999999999993008,0.001108045518507277
0.0013,0.0071,0.005001,27.032,27.0318,0.00019999999999953388,0.0007398638650470793
0.0013,0.0072,0.005001,26.9873,26.987,0.00030000000000285354,0.001111633990813614
0.0013,0.0073,0.005001,26.9404,26.9401,0.0002999999999993008,0.0011135692120357891
0.0013,0.0074,0.005001,26.8913,26.891,0.00030000000000285354,0.001115602443923657
0.0013,0.0075,0.005001,26.8401,26.8398,0.0002999999999993008,0.0011177305598685909
0.0013,0.0076,0.005001,26.7868,26.7864,0.00039999999999906777,0.001493272806005394
0.0013,0.0077,0.005001,26.7313,26.731,0.0002999999999993008,0.0011222798741523593
0.0013,0.0078,0.005001,26.6739,26.6735,0.00039999999999906777,0.0014995932353313644
0.0013,0.0079,0.005001,26.6143,26.6139,0.00039999999999906777,0.0015029514208491405
0.0013,0.008,0.005001,26.5527,26.5524,0.00030000000000285354,0.0011298286050113256
0.0013,0.0081,0.005001,26.4891,26.4888,0.0002999999999993008,0.00113254130944158
0.0013,0.0082,0.005001,26.4236,26.4233,0.0002999999999993008,0.0011353487034290917
0.0013,0.0083,0.005001,26.3562,26.3559,0.00030000000000285354,0.0011382521000859083
0.0013,0.0084,0.005001,26.287,26.2867,0.0002999999999993008,0.0011412485258846176
0.0013,0.0085,0.005001,26.216,26.2157,0.00030000000000285354,0.0011443393347682412
0.0013,0.0086,0.005001,26.1433,26.143,0.0002999999999993008,0.001147521544714284
0.0013,0.0087,0.005001,26.069,26.0687,0.0002999999999993008,0.0011507921285791145
0.0013,0.0088,0.005001,25.9931,25.9928,0.0002999999999993008,0.001154152448146967
0.0013,0.0089,0.005001,25.9158,25.9155,0.0002999999999993008,0.0011575949806654213
0.0013,0.009,0.005001,25.837,25.8368,0.00019999999999953388,0.000774083678443806
0.0013,0.0091,0.005001,25.7571,25.7569,0.00019999999999953388,0.0007764849303668742
0.0013,0.0092,0.005001,25.676,25.6758,0.00019999999999953388,0.0007789375292083117
0.0013,0.0093,0.005001,25.5938,25.5937,0.00010000000000331966,0.0003907196274227186
0.0013,0.0094,0.005001,25.5107,25.5106,9.999999999976694e-05,0.00039199237966721035
0.0013,0.0095,0.005001,25.4269,25.4267,0.00019999999999953388,0.0007865685553469988
0.0013,0.0096,0.005001,25.3423,25.3422,0.00010000000000331966,0.0003945971754865017
0.0013,0.0097,0.005001,25.2572,25.2571,9.999999999976694e-05,0.000395926706047238
0.0013,0.0098,0.005001,25.1717,25.1717,0.0,0.0
0.0013,0.0099,0.005001,25.0859,25.0859,0.0,0.0
0.0013,0.01,0.005001,25.0,25.0,0.0,0.0
0.0014,0.0,0.005001,25.0,25.0,0.0,0.0
0.0014,0.0001,0.005001,25.0919,25.0919,0.0,0.0
0.0014,0.0002,0.005001,25.1836,25.1836,0.0,0.0
0.0014,0.0003,0.005001,25.275,25.275,0.0,0.0
0.0014,0.0004,0.005001,25.366,25.366,0.0,0.0
0.0014,0.0005,0.005001,25.4564,25.4564,0.0,0.0
0.0014,0.0006,0.005001,25.5461,25.5461,0.0,0.0
0.0014,0.0007,0.005001,25.6349,25.6349,0.0,0.0
0.0014,0.0008,0.005001,25.7227,25.7228,9.999999999976694e-05,0.00038876167742796464
0.0014,0.0009,0.005001,25.8094,25.8095,9.999999999976694e-05,0.00038745573318156595
0.0014,0.001,0.005001,25.8949,25.895,9.999999999976694e-05,0.00038617642856223844
0.0014,0.0011,0.005001,25.9791,25.9792,9.999999999976694e-05,0.00038492480493844324
0.0014,0.0012,0.005001,26.0618,26.0619,9.999999999976694e-05,0.000383703351264161
0.0014,0.0013,0.005001,26.1429,26.143,9.999999999976694e-05,0.00038251303413073195
0.0014,0.0014,0.005001,26.2224,26.2225,9.999999999976694e-05,0.00038135334675606784
0.0014,0.0015,0.005001,26.3002,26.3003,9.999999999976694e-05,0.00038022524543449536
0.0014,0.0016,0.005001,26.3761,26.3762,9.999999999976694e-05,0.0003791311073273272
0.0014,0.0017,0.005001,26.4502,26.4503,9.999999999976694e-05,0.0003780689749028861
0.0014,0.0018,0.005001,26.5222,26.5224,0.00019999999999953388,0.0007540852568773569
0.0014,0.0019,0.005001,26.5923,26.5925,0.00019999999999953388,0.0007520974116549767
0.0014,0.002,0.005001,26.6603,26.6605,0.00019999999999953388,0.0007501791052596046
0.0014,0.0021,0.005001,26.7261,26.7263,0.00019999999999953388,0.0007483321547084177
0.0014,0.0022,0.005001,26.7899,26.7901,0.00019999999999953388,0.0007465500057839949
0.0014,0.0023,0.005001,26.8514,26.8516,0.00019999999999953388,0.0007448401200664637
0.0014,0.0024,0.005001,26.9107,26.9109,0.0002000000000030866,0.0007431988019749736
0.0014,0.0025,0.005001,26.9677,26.968,0.0002999999999993008,0.0011124419212587271
0.0014,0.0026,0.005001,27.0225,27.0228,0.0002999999999993008,0.0011101859561450263
0.0014,0.0027,0.005001,27.075,27.0753,0.0002999999999993008,0.0011080332409946067
0.0014,0.0028,0.005001,27.1252,27.1255,0.0002999999999993008,0.0011059826286968937
0.0014,0.0029,0.005001,27.1732,27.1735,0.0002999999999993008,0.0011040289697175517
0.0014,0.003,0.005001,27.2188,27.2191,0.0002999999999993008,0.0011021793760169066
0.0014,0.0031,0.005001,27.2621,27.2624,0.0002999999999993008,0.0011004288004199598
0.0014,0.0032,0.005001,27.3031,27.3035,0.00039999999999906777,0.0014650351059002573
0.0014,0.0033,0.005001,27.3419,27.3422,0.0002999999999993008,0.0010972170917137795
0.0014,0.0034,0.005001,27.3783,27.3787,0.00039999999999906777,0.0014610110927232632
0.0014,0.0035,0.005001,27.4125,27.4129,0.00039999999999906777,0.0014591883264899342
0.0014,0.0036,0.005001,27.4444,27.4448,0.00039999999999906777,0.0014574922388503782
0.0014,0.0037,0.005001,27.4741,27.4744,0.0002999999999993008,0.0010919374974950587
0.0014,0.0038,0.005001,27.5015,27.5018,0.0002999999999993008,0.0010908495900197805
0.0014,0.0039,0.005001,27.5266,27.527,0.0004000000000026205,0.0014531398719878446
0.0014,0.004,0.005001,27.5496,27.5499,0.0002999999999993008,0.0010889450300523055
0.0014,0.0041,0.005001,27.5703,27.5706,0.0002999999999993008,0.0010881274414833715
0.0014,0.0042,0.005001,27.5888,27.5891,0.0002999999999993008,0.0010873977846056731
0.0014,0.0043,0.005001,27.6051,27.6054,0.0002999999999993008,0.0010867557081817851
0.0014,0.0044,0.005001,27.6192,27.6195,0.0002999999999993008,0.0010862009037165812
0.0014,0.0045,0.005001,27.6312,27.6314,0.00019999999999953388,0.0007238194504745601
0.0014,0.0046,0.005001,27.6409,27.6412,0.00030000000000285354,0.00108534816161139
0.0014,0.0047,0.005001,27.6485,27.6487,0.0002000000000030866,0.0007233665479251293
0.0014,0.0048,0.005001,27.6539,27.6541,0.00019999999999953388,0.0007232252955262247
0.0014,0.0049,0.005001,27.6572,27.6574,0.00019999999999953388,0.0007231390017772105
0.0014,0.005,0.005001,27.6583,27.6585,0.00019999999999953388,0.0007231102417701979
0.0014,0.0051,0.005001,27.6572,27.6574,0.00019999999999953388,0.0007231390017772105
0.0014,0.0052,0.005001,27.654,27.6541,9.999999999976694e-05,0.0003616113401307707
0.0014,0.0053,0.005001,27.6486,27.6487,0.00010000000000331966,0.00036168196582581416
0.0014,0.0054,0.005001,27.6411,27.6412,9.999999999976694e-05,0.00036178010281704895
0.0014,0.0055,0.005001,27.6314,27.6314,0.0,0.0
0.0014,0.0056,0.005001,27.6195,27.6195,0.0,0.0
0.0014,0.0057,0.005001,27.6054,27.6054,0.0,0.0
0.0014,0.0058,0.005001,27.5891,27.5891,0.0,0.0
0.0014,0.0059,0.005001,27.5707,27.5706,9.999999999976694e-05,0.00036270388492045297
0.0014,0.006,0.005001,27.55,27.5499,9.999999999976694e-05,0.0003629764065327162
0.0014,0.0061,0.005001,27.5271,27.527,9.999999999976694e-05,0.00036327836931519597
0.0014,0.0062,0.005001,27.5019,27.5018,9.999999999976694e-05,0.0003636112414042787
0.0014,0.0063,0.005001,27.4746,27.4744,0.00019999999999953388,0.0007279450838211535
0.0014,0.0064,0.005001,27.4449,27.4448,9.999999999976694e-05,0.0003643664214472026
0.0014,0.0065,0.005001,27.4131,27.4129,0.00019999999999953388,0.0007295781943651999
0.0014,0.0066,0.005001,27.3789,27.3787,0.0002000000000030866,0.0007304895375748452
0.0014,0.0067,0.005001,27.3425,27.3422,0.00030000000000285354,0.0010971930145482036
0.0014,0.0068,0.005001,27.3037,27.3035,0.00019999999999953388,0.0007325014558449095
0.0014,0.0069,0.005001,27.2627,27.2624,0.0002999999999993008,0.001100404582082075
0.0014,0.007,0.005001,27.2194,27.2191,0.0002999999999993008,0.0011021550805649274
0.0014,0.0071,0.005001,27.1738,27.1735,0.0002999999999993008,0.0011040045926564918
0.0014,0.0072,0.005001,27.1258,27.1255,0.00030000000000285354,0.0011059581652996132
0.0014,0.0073,0.005001,27.0756,27.0753,0.00030000000000285354,0.0011080086867986025
0.0014,0.0074,0.005001,27.0231,27.0228,0.0002999999999993008,0.001110161306435197
0.0014,0.0075,0.005001,26.9683,26.968,0.0002999999999993008,0.001112417171268822
0.0014,0.0076,0.005001,26.9112,26.9109,0.0002999999999993008,0.0011147774904102742
0.0014,0.0077,0.005001,26.852,26.8516,0.00039999999999906777,0.0014896469536684527
0.0014,0.0078,0.005001,26.7904,26.7901,0.00030000000000285354,0.0011198041089451533
0.0014,0.0079,0.005001,26.7267,26.7263,0.0004000000000026205,0.001496630710123605
0.0014,0.008,0.005001,26.6608,26.6605,0.0002999999999993008,0.0011252475544593172
0.0014,0.0081,0.005001,26.5928,26.5925,0.0002999999999993008,0.0011281249059869195
0.0014,0.0082,0.005001,26.5227,26.5224,0.0002999999999993008,0.0011311065615464849
0.0014,0.0083,0.005001,26.4506,26.4503,0.00030000000000285354,0.0011341897726435022
